stack-height
7.964559226348550958e-01
1.896763742461439861e+00
1.913413872258551862e+00
1.118965825522876489e+00
1.132125663611132760e+00
1.121635237595538737e+00
1.111453815887980978e+00
1.829098426331392746e+00
1.833636288955418081e+00
2.949963143560384360e+00
2.923962624355636919e+00
2.929545170473555782e+00
4.046323388578429991e+00
7.676869043234064716e-01
1.879646713333551267e+00
1.879646713333551267e+00
2.989879178245779201e+00
2.990356662013472278e+00
4.134842188140901875e+00
1.822112667979479683e+00
1.833362226790085314e+00
1.825640477802916939e+00
2.924742487470044061e+00
2.954678928592875842e+00
1.831144922051254786e+00
1.822752156229655807e+00
2.921238031436729443e+00
2.918419816074672823e+00
7.555699565665286999e-01
7.477654599918578393e-01
7.564908322301917565e-01
7.668574965603062177e-01
1.844801178818003651e+00
1.843515162849057809e+00
2.944362287834460190e+00
2.948072687472174103e+00
0.000000000000000000e+00
7.739215083813859586e-01
1.888959939254630793e+00
1.880211139531452913e+00
2.995060920874748955e+00
2.997030870502230382e+00
4.115273135109937641e+00
7.917202983808702133e-01
1.858734790389992675e+00
1.858918191360660499e+00
2.971162784254194555e+00
2.978983557262044890e+00
2.980616094091538493e+00
4.084993789333343450e+00
7.727980720214008281e-01
7.726510227432443756e-01
7.652510125869045332e-01
1.812142049519860576e+00
1.815248790800503720e+00
1.809533421435891798e+00
2.939079872873730181e+00
2.937767684780259181e+00
4.048977059953417168e+00
7.694235274700940153e-01
1.891224098350904770e+00
1.896120739356290219e+00
1.889015643848587223e+00
2.995284349731845097e+00
3.001406537752848713e+00
2.962254140545586445e+00
2.998815680136059036e+00
4.111461728680651184e+00
7.915892737423787517e-01
7.762455623912044578e-01
1.885088586245189823e+00
1.923000266577001183e+00
2.989941815872942943e+00
3.025572432634767051e+00
3.029453137183260925e+00
4.109335324272912260e+00
7.896793314441834521e-01
1.876513837752596281e+00
1.848050432009479493e+00
2.985941781586815669e+00
2.976642124950127144e+00
4.091068274347714251e+00
7.800724822768360101e-01
1.864281485218155066e+00
1.834289544593361576e+00
1.846911834006238706e+00
1.843716430738343348e+00
1.846848957978248995e+00
7.840398310223616329e-01
7.601485115642591106e-01
4.120741166081524298e+00
7.855957947679239606e-01
1.841343721748432305e+00
1.846443625172688119e+00
7.480123745441180638e-01
7.575674695879872633e-01
1.869051961059932543e+00
1.892919125325801533e+00
2.979818683000734936e+00
3.017246968480804536e+00
3.006853048371603165e+00
3.021650587975457825e+00
3.012411586740841418e+00
4.058350040671056647e+00
